Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.3-149.154.167.99-46664-443-6,192.168.3.3,46664,149.154.167.99,443,6,01/09/2024 08:23:25 PM,811,3,0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0,0,0,0,77681.87422934649,3699.1368680641185,405.5,219.9102089490163,561.0,250.0,811.0,405.5,219.9102089490163,561.0,250.0,0,0,0,0,0,1,0,0,0,96,0,3699.1368680641185,0.0,0.0,39.0,25.5,18.411952639521967,339.0,1,0,0,2,3,0,0,0,0.0,34.0,21.0,0.0,0,0,0,0,0,0,1,21,0,0,501,0,1,32,0,0,0,0,1.725197005436005E15,0.0,1.725197005436005E15,1.725197005436005E15,NeedManualLabel
149.154.167.99-192.168.3.3-443-46664-6,149.154.167.99,443,192.168.3.3,46664,6,01/09/2024 08:23:25 PM,249405,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.019085423307471,249405.0,0.0,249405.0,249405.0,249405.0,249405.0,0.0,249405.0,249405.0,0,0,0,0,0,0,0,0,0,64,0,8.019085423307471,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,3071,0,0,32,0,0,0,0,1.725197005484552E15,0.0,1.725197005484552E15,1.725197005484552E15,NeedManualLabel
192.168.3.3-149.154.167.99-46664-443-6,192.168.3.3,46664,149.154.167.99,443,6,01/09/2024 08:23:25 PM,195427,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.234000419594018,195427.0,0.0,195427.0,195427.0,195427.0,195427.0,0.0,195427.0,195427.0,0,0,0,0,0,0,0,0,0,64,0,10.234000419594018,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,501,0,0,32,0,0,0,0,1.725197005734022E15,0.0,1.725197005734022E15,1.725197005734022E15,NeedManualLabel
Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.3-192.168.147.137-57594-6653-6,192.168.3.3,57594,192.168.147.137,6653,6,01/09/2024 08:23:25 PM,12381660,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40382307380432025,3095415.0,1861212.6092190542,5173008.0,1043346.0,7208652.0,2402884.0,1522686.2609572597,4048218.0,1043346.0,0,0,0,0,0,0,0,0,0,160,20,0.3230584590434562,0.08076461476086405,0.0,0.0,0.0,0.0,0.0,0,4,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,7208652.0,0.0,7208652.0,7208652.0,8.625985053010555E14,1.2198984977637748E15,1.725197005429103E15,5173008.0,NeedManualLabel
192.168.3.3-149.154.170.200-37424-443-6,192.168.3.3,37424,149.154.170.200,443,6,01/09/2024 08:23:22 PM,54368717,39,39,3610.0,2432.0,190.0,0.0,92.56410256410257,96.21023987294832,136.0,0.0,62.358974358974365,61.672943474550614,111.1300823964634,1.4346485314339863,706087.2337662339,1256649.3941784753,3099429.0,21.0,5.4368717E7,1430755.7105263155,1476946.6721370653,3099429.0,2988.0,5.4303746E7,1429045.9473684211,1554288.4291375116,3600266.0,3027.0,1,0,0,0,1248,1248,0.7173242657169931,0.7173242657169931,0.0,190.0,78.88607594936708,82.1641551613523,6750.948393378775,0,0,0,39,78,0,0,0,1.0,79.8974358974359,92.56410256410257,62.35897435897436,0,0,0,582,4,1458,0,46,0,31,4141,3072,18,32,0,0,0,0,1.725197002736464E15,0.0,1.725197002736464E15,1.725197002736464E15,NeedManualLabel
192.168.3.3-192.168.147.137-57596-6653-6,192.168.3.3,57596,192.168.147.137,6653,6,01/09/2024 08:23:25 PM,12381863,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403816453146025,3095465.75,1861541.896014587,5173582.0,1042890.0,7208281.0,2402760.3333333335,1522814.0333771335,4048111.0,1042890.0,0,0,0,0,0,0,0,0,0,160,20,0.32305316251682,0.080763290629205,0.0,0.0,0.0,0.0,0.0,0,4,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,7208281.0,0.0,7208281.0,7208281.0,8.625985053014905E14,1.2198984977635782E15,1.725197005429399E15,5173582.0,NeedManualLabel
192.168.3.3-13.107.42.18-41570-443-6,192.168.3.3,41570,13.107.42.18,443,6,01/09/2024 08:23:44 PM,46148,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33882291756956,46148.0,0.0,46148.0,46148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21.66941145878478,21.66941145878478,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,12288,0,20,0,0,0,0,1.725197024669596E15,0.0,1.725197024669596E15,1.725197024669596E15,NeedManualLabel
192.168.3.3-192.168.147.137-38962-6653-6,192.168.3.3,38962,192.168.147.137,6653,6,01/09/2024 08:23:58 PM,12351481,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40480975520263524,3087870.25,1896168.5909671243,5137299.0,1013439.0,7214182.0,2404727.3333333335,1610303.5491808162,4168695.0,1013439.0,0,0,0,0,0,0,0,0,0,160,20,0.3238478041621082,0.08096195104052704,0.0,0.0,0.0,0.0,0.0,0,4,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,7214182.0,0.0,7214182.0,7214182.0,8.62598521926665E14,1.2198985213264372E15,1.725197038716031E15,5137299.0,NeedManualLabel
192.168.3.3-192.168.147.137-38972-6653-6,192.168.3.3,38972,192.168.147.137,6653,6,01/09/2024 08:23:58 PM,12350619,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4048380085241072,3087654.75,1896334.8600060723,5137185.0,1012744.0,7213434.0,2404478.0,1610511.1056642856,4168546.0,1012744.0,0,0,0,0,0,0,0,0,0,160,20,0.32387040681928575,0.08096760170482144,0.0,0.0,0.0,0.0,0.0,0,4,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,7213434.0,0.0,7213434.0,7213434.0,8.62598521926941E14,1.219898521326989E15,1.725197038716697E15,5137185.0,NeedManualLabel
